Tweet,Text Label
AMEN to that!  When I saw him on I Am Legend  OMG I nearly lost my mind.  I was like damn  when did he get a body like THAT.,Non-Bullying
O.k now it's working   :(  damn youtube stressing me out  lol,Non-Bullying
awwww! I knew those damn haters were gonna do that.  Thank goodness I coped it before it was deleted.  YAY,Non-Bullying
 I sure as hell wou'l not dat a Chlamydia.  That would scare the piss outta me,Non-Bullying
  " Fuck Sarah Palin  the political version on Sanjaya".....perfection.,Non-Bullying
@panamenanegra I was talking wondering why $10 was takin so long had to go find his ass.  I was on my CC so it was this...,Non-Bullying
@panamenanegra gonna tell me its my fault for having a CC.  WTF ?  Wanted to knock is damn turban off.,Non-Bullying
@kurot they hurt TAT;; I hate going to the doctors...,Non-Bullying
i think he comes off better on part 2.. but he still kills pt 1 tho.. funny thing is i was in fat beats and i bought the cassete,Non-Bullying
get your ass here !!!,Bullying
lol my bumps not thta big but i can say with so much certainty thats its definatly not in my ass :P 9 weeks to go woo,Non-Bullying
damn never ever in life took a sip? lol... good times bro,Non-Bullying
damn crowd response socks you every time. bukkake,Non-Bullying
Nuno Bettencourt ftw. Damn!,Bullying
Fat ass!,Bullying
haha  she has a nice ass also.,Non-Bullying
holy schmack that sounds goooooood. why is peanut butter so damn delicious? if they had a PBJ version  that would be my order,Non-Bullying
glad everyone is okay. it just sucks because he was looking forward to going for so long and then something happens!,Non-Bullying
LIBRARY! I AM A GEEEEEEEK  NERD  WHATEVER . . .HATE THE CREEPY CRAWLIES  NO HOT WATER  etc.!,Non-Bullying
i really hate 2008 goshh so much crap,Non-Bullying
wen it comes to other stuff shes so fast and then wen i ask for stuf frknn slow ass takes a month or two,Non-Bullying
lol...hahahaa wht a dumb ass lol,Non-Bullying
and most of them are ugly and fat..lol,Bullying
i couldnt agree more. HATE sandra lee!,Bullying
i'm ok  now  darlin :)  i just hate my body sometimes.  it hurts me when it's most inconvenient.  i'll be ok... :) thank youuu,Bullying
http://twitpic.com/taap - fat.,Bullying
http://twitpic.com/v2mo - lol.. hate u both..,Bullying
http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!,Bullying
sucks to be you :) have fun regardless,Non-Bullying
yeah i just don't wanna do blackberry but they may wrestle me into it just because they r kind of the best. i hate 2 admit it.,Non-Bullying
i hate firefox. i'm a camino chic,Non-Bullying
don't have time to review the whole thing right now  but here - fucking - here.  I'll take contributions to the bottom line tks,Non-Bullying
it's not a bad coffee shop overall  just the one in the market sucks.  Slow service in a poor location for traffic.,Non-Bullying
Aw  don't hate on Keith.  He's still smarting from that not-being-crowned-the-next-Russert thing.  :),Non-Bullying
That's really too bad.  But don't let one silly bitch spoil your vibes.  Keep catching the melonheads.  :),Non-Bullying
JESUS FUCKING BABY CHRIST  stop twittering in all caps  motherfucker. I understand you're excited  well I'm not.,Non-Bullying
hahaha you went from santa to elf? I know our economy sucks but don't let them demote you  that quickly ;),Non-Bullying
I just did the same thing. Now it's Miller time - okay  Chardonnay and picture editing time  but it's still *MY* time damn it!,Non-Bullying
being a nerd with a camera downtown http://snipurl.com/9a5ct,Non-Bullying
Oh your're working tomorrow... Well that sucks!,Non-Bullying
Yeah! I hate complaining as it is a fellow soaper  but plagiarism just is AWFUL!,Non-Bullying
awwwwz poor little emo girl,Bullying
http://tinyurl.com/these-hats-are-damn-tradition,Non-Bullying
Damn dude... That's why my window just broke! The EOD are on their way man! ;-),Non-Bullying
i DO hate the use of the X for christmas....  altho i don't capitalize anything...that bugs people tooo... :),Non-Bullying
careful with that excess student loan money -- down the road  it bites you in the ass. Love  an ass-bitten college grad.,Non-Bullying
damn  that's a really insightful way of looking at the structure and process of writing. Helpful  too. Thanks. :),Non-Bullying
Love them!  Used to hate them with a passion as a kid but now - I can't get enough of them!! Love them.,Non-Bullying
@buddhfied last week my dad pulled 3 dvd movies off my shelf: Bangkok Love Story  The Houseboy  and Locked Up. "Are these gay porn?",Non-Bullying
the frontal nudity in Locked Up was integral to the plot and the prisoners' hotness. but not gay porn...ok  maybe soft gay porn LOL.,Non-Bullying
haha I'm sure there is a hardcore Locked Up. The dvd i have is a German sub-titled movie...ok  gay erotica  but def not hard.,Non-Bullying
damn  i bought the wrong one!?,Non-Bullying
wow home cum I don't get dates like u get? I'm not feeling sorry for you anymore! Have fun!,Non-Bullying
house cum sounds good too! :D,Non-Bullying
I was too scared to read it - I hate spiders too!,Non-Bullying
freak...freak...freak...there have a little more :)  What's an elf ot the shelf btw?,Non-Bullying
now that's the spirit and a whale of a good deed....thar he (snow) blows!,Non-Bullying
I hate the Panthers man!!! My cuz is a huge Panthers fan and I love to see him suffer when they lose... Lol,Non-Bullying
damn I don't wanna be him. But I am sipping good!!!lol,Non-Bullying
I didn't get sad the Alaska trip got postponed until I thought about some King Alaskan snow crabs!!! Damn I really wanted some!!!,Non-Bullying
You tell 'em man! ^_^ Seriously  the whole country is f***ing freezing cold today. Hate winter.,Non-Bullying
yes i am part but i put in PTO And put gay for my reason on slip,Non-Bullying
i cant afford to call in gay i cant tell my bill collectors that,Non-Bullying
I am lookin @ news in the Chi damn!!!! Stay warm n if u see my lil sis make sure she wears her coat!,Non-Bullying
Damn skippy.,Bullying
 o agree im catching a fucking cold. it was freezind in tx  now burning up in ga,Non-Bullying
just got pissed off by that damn facebook crap YUCK,Non-Bullying
i hate godaddy  dont use them.  i have my own server. @cprpoker uses a good one.,Non-Bullying
Christmas is over  take off the damn hat already. and i'd yell at you on MSN  but twitter is open  while MSN isn't.,Non-Bullying
Thanks Lisa. You'd hate it here right now! It's pouring again!,Non-Bullying
Hey DM me your addy...you get the can even if you don't get the job  'cause I HATE coffee!,Non-Bullying
Are u serious?  That sucks.  Is it hard to get out of the new policies?,Non-Bullying
Oh  I *know* it's on purpose!! Some people hate that about ponies. I love it! Such personality.,Non-Bullying
Sure hope your dog will be OK. I'll be thinking of you. (I hate waiting for the vet to call.),Non-Bullying
sucks for you. its a good cd.,Non-Bullying
Yea  the weather sucks. And is only gonna get worse over the next two months.You're tempted to just get back on the plane? :P,Non-Bullying
LOL! Yes I am such a junkie. It's a love-hate relationship.,Non-Bullying
thank you for your ass!,Non-Bullying
its not hate on government  its hate on our existing government.,Non-Bullying
dood  seriously  why was 70's cinema so fucking crazy? Seriously  the sex tease with the boat captain and preteen boys  like woah!,Non-Bullying
san diego  we will be in la in february  is this a destination that you would enjoy? Your cock will feel awesome!,Non-Bullying
I hate that. Stupid Gator fans. Making Christians look bad. :),Non-Bullying
that sucks. People are stupid.,Bullying
checked it out...looks like it's well on it's way to being pretty damn awesome :),Non-Bullying
a frienf of mine did the mud run. Said it was a bitch showering. lol,Non-Bullying
that sucks. Wish I could help u. :(,Non-Bullying
I've always heard. nerd: obsessed with learning stuff  geek: obsessed with a single topic (Star Trek)  dork: socially inept,Non-Bullying
damn way to invite me homes,Non-Bullying
~ anyone w/10K followers merits kick ass tips! . ..& keep that Aloha Spirit flowin' because the mainland definitely needs it!!,Non-Bullying
hate you both!!,Bullying
damn it!!!!! its is first all about me  so you should totally blow off your other plans :),Non-Bullying
you might have just made a discovery in cosmetics! Use dark energy to destroy fat!,Non-Bullying
Hahah! I am sure she'll hate twitter for this  if not me :p,Non-Bullying
@hollyrhoffman It's the damn humidity! It's so hot and gross and humid!,Non-Bullying
TASH! I miss ya crazy ass!!,Non-Bullying
well  you can only watch one at a time but we have 3 since I hate watching  sd TV  now,Non-Bullying
this is why I hate partying with people I work with. They want to talk about work the whole time,Non-Bullying
hate u,Bullying
nerd. Lol. It was yummy. But its not bread. Cake :),Non-Bullying
poor thing. at least you got in okay. And you didnt have to sit next to a psycho bitch for 2 hours.,Non-Bullying
dont worry im not anywhere near that club 2nite..ghetto ass poetry club,Non-Bullying
lol damn... im sorry?,Non-Bullying
aww that sucks! Sorry to hear it :(,Non-Bullying
what is that?  and yes  it's damn cold  about 5 degrees in Mpls.  At least you're in Texas  stop complaining my friend!,Non-Bullying
So the one that really mattered was a fail? That sucks!,Non-Bullying
Lol  I'm so out of it right now that when I read what you last wrote  I thought you said  "I'll freak with you."  lol  woww,Non-Bullying
Damn right I do.  :),Non-Bullying
designing the css afterparty flier with your long ass name... its wreckin my brain.,Non-Bullying
U R so damn witty,Non-Bullying
...what bitch...we have too be ready for "Spring" or watever,Non-Bullying
was nice finding u on the poopy smelling train..I hate being on there alone,Non-Bullying
Haha thanks  I was supposed to go to some parties tonight too but I need to prepare for these damn holiday meals.,Non-Bullying
That sucks. My MBP came with a DVI out and a VGA adapter dongle.,Non-Bullying
True. We all loved David Wells. And let's face it  CC makes me look thinner. Ummm  well  not as fat.,Non-Bullying
The radical democrats hate this choice. So  theefore it must be good.,Non-Bullying
damn why you on ya old lady movement?,Non-Bullying
lazy ass hahaha,Non-Bullying
Joydaily  damn...no it doesn't...lol.,Non-Bullying
Injections don't work in Vista? I tried in XP  didn't work there either  crazy bug or something :(. Damn you C++ Win32 API!,Bullying
Oh I meant to tell you that I hate you! You partied with Angelina Jolie? AND you didn't get her number for me? Some friend!  ;-),Non-Bullying
I hate you... but also loves you for giving me something to dream about tonight. ;-),Non-Bullying
After about the sixth dimension that video becomes a total mind fuck!,Non-Bullying
the way fat people (who want to slim) look at thin people?,Non-Bullying
  get the fuck out! Wtf.,Non-Bullying
sorry im jus sick of the bullshit  i jus freestyle spoke dino  fuck off lol,Non-Bullying
damn I miss high school when the sneaker game was ill,Non-Bullying
...mounting comcast sucks soapbox now...,Non-Bullying
I hate when it snows cuz people out here can drive!!!,Non-Bullying
i hate the fact that you are addicted to twitter. but anyways  lets pop imaginary prozac pills together and enjoy the holidays.,Non-Bullying
don' hate on the grove...it's still quite nostalgic! lol!,Non-Bullying
I think the only fight I was off on was the Griffin fight.  Love that guy  but damn if he didn't get totally pwnt.,Non-Bullying
you know what sucks?  Family.  That's what sucks.,Non-Bullying
no taco bell  damn i lives through you  they closed the one up here!!,Non-Bullying
I love big bang it is hilarious..and makes me not feel lilke such a nerd. btw how is the jonas situation?,Non-Bullying
that means @mamatulip isn't leaving you for the fridge? (you being the bitch that is staying),Non-Bullying
it is not only terrible... it really sucks.,Bullying
I hate the FAIL meme because it's mean. FC was more funny than mean. Ps my real initials are PJK,Non-Bullying
